DATE,HOUR,STATION,FSP
11/1/2018,24,CENTRAL/WESTERN,12
12/1/2018,1,CENTRAL/WESTERN,12
12/1/2018,2,CENTRAL/WESTERN,12
12/1/2018,3,CENTRAL/WESTERN,12
12/1/2018,4,CENTRAL/WESTERN,14
12/1/2018,5,CENTRAL/WESTERN,14
12/1/2018,6,CENTRAL/WESTERN,12
12/1/2018,7,CENTRAL/WESTERN,11
12/1/2018,8,CENTRAL/WESTERN,10
12/1/2018,9,CENTRAL/WESTERN,12
12/1/2018,10,CENTRAL/WESTERN,13
12/1/2018,11,CENTRAL/WESTERN,10
12/1/2018,12,CENTRAL/WESTERN,5
12/1/2018,13,CENTRAL/WESTERN,9
12/1/2018,14,CENTRAL/WESTERN,10
12/1/2018,15,CENTRAL/WESTERN,9
12/1/2018,16,CENTRAL/WESTERN,9
12/1/2018,17,CENTRAL/WESTERN,12
12/1/2018,18,CENTRAL/WESTERN,15
12/1/2018,19,CENTRAL/WESTERN,14
12/1/2018,20,CENTRAL/WESTERN,15
12/1/2018,21,CENTRAL/WESTERN,17
12/1/2018,22,CENTRAL/WESTERN,22
12/1/2018,23,CENTRAL/WESTERN,23
12/1/2018,24,CENTRAL/WESTERN,21
13/1/2018,1,CENTRAL/WESTERN,22
13/1/2018,2,CENTRAL/WESTERN,23
13/1/2018,3,CENTRAL/WESTERN,22
13/1/2018,4,CENTRAL/WESTERN,22
13/1/2018,5,CENTRAL/WESTERN,27
13/1/2018,6,CENTRAL/WESTERN,27
13/1/2018,7,CENTRAL/WESTERN,27
13/1/2018,8,CENTRAL/WESTERN,30
13/1/2018,9,CENTRAL/WESTERN,34
13/1/2018,10,CENTRAL/WESTERN,35
13/1/2018,11,CENTRAL/WESTERN,33
13/1/2018,12,CENTRAL/WESTERN,33
13/1/2018,13,CENTRAL/WESTERN,33
13/1/2018,14,CENTRAL/WESTERN,30
13/1/2018,15,CENTRAL/WESTERN,24
13/1/2018,16,CENTRAL/WESTERN,22
13/1/2018,17,CENTRAL/WESTERN,24
13/1/2018,18,CENTRAL/WESTERN,23
13/1/2018,19,CENTRAL/WESTERN,21
13/1/2018,20,CENTRAL/WESTERN,21
13/1/2018,21,CENTRAL/WESTERN,21
13/1/2018,22,CENTRAL/WESTERN,20
13/1/2018,23,CENTRAL/WESTERN,19
13/1/2018,24,CENTRAL/WESTERN,19
14/1/2018,1,CENTRAL/WESTERN,18
14/1/2018,2,CENTRAL/WESTERN,20
14/1/2018,3,CENTRAL/WESTERN,19
14/1/2018,4,CENTRAL/WESTERN,17
14/1/2018,5,CENTRAL/WESTERN,17
14/1/2018,6,CENTRAL/WESTERN,20
14/1/2018,7,CENTRAL/WESTERN,15
14/1/2018,8,CENTRAL/WESTERN,10
14/1/2018,9,CENTRAL/WESTERN,15
14/1/2018,10,CENTRAL/WESTERN,12
14/1/2018,11,CENTRAL/WESTERN,14
14/1/2018,12,CENTRAL/WESTERN,15
14/1/2018,13,CENTRAL/WESTERN,13
14/1/2018,14,CENTRAL/WESTERN,12
14/1/2018,15,CENTRAL/WESTERN,14
14/1/2018,16,CENTRAL/WESTERN,14
14/1/2018,17,CENTRAL/WESTERN,12
14/1/2018,18,CENTRAL/WESTERN,13
14/1/2018,19,CENTRAL/WESTERN,12
14/1/2018,20,CENTRAL/WESTERN,16
14/1/2018,21,CENTRAL/WESTERN,21
14/1/2018,22,CENTRAL/WESTERN,23
14/1/2018,23,CENTRAL/WESTERN,22
14/1/2018,24,CENTRAL/WESTERN,21
15/1/2018,1,CENTRAL/WESTERN,18
15/1/2018,2,CENTRAL/WESTERN,15
15/1/2018,3,CENTRAL/WESTERN,12
15/1/2018,4,CENTRAL/WESTERN,13
15/1/2018,5,CENTRAL/WESTERN,16
15/1/2018,6,CENTRAL/WESTERN,17
15/1/2018,7,CENTRAL/WESTERN,15
15/1/2018,8,CENTRAL/WESTERN,15
15/1/2018,9,CENTRAL/WESTERN,22
15/1/2018,10,CENTRAL/WESTERN,24
15/1/2018,11,CENTRAL/WESTERN,25
15/1/2018,12,CENTRAL/WESTERN,30
15/1/2018,13,CENTRAL/WESTERN,30
15/1/2018,14,CENTRAL/WESTERN,31
15/1/2018,15,CENTRAL/WESTERN,33
15/1/2018,16,CENTRAL/WESTERN,37
15/1/2018,17,CENTRAL/WESTERN,34
15/1/2018,18,CENTRAL/WESTERN,31
15/1/2018,19,CENTRAL/WESTERN,30
15/1/2018,20,CENTRAL/WESTERN,29
15/1/2018,21,CENTRAL/WESTERN,30
15/1/2018,22,CENTRAL/WESTERN,31
15/1/2018,23,CENTRAL/WESTERN,29
15/1/2018,24,CENTRAL/WESTERN,24
16/1/2018,1,CENTRAL/WESTERN,21
16/1/2018,2,CENTRAL/WESTERN,20
16/1/2018,3,CENTRAL/WESTERN,18
16/1/2018,4,CENTRAL/WESTERN,20
16/1/2018,5,CENTRAL/WESTERN,17
16/1/2018,6,CENTRAL/WESTERN,17
16/1/2018,7,CENTRAL/WESTERN,19
16/1/2018,8,CENTRAL/WESTERN,17
16/1/2018,9,CENTRAL/WESTERN,18
16/1/2018,10,CENTRAL/WESTERN,17
16/1/2018,11,CENTRAL/WESTERN,16
16/1/2018,12,CENTRAL/WESTERN,20
16/1/2018,13,CENTRAL/WESTERN,23
16/1/2018,14,CENTRAL/WESTERN,22
16/1/2018,15,CENTRAL/WESTERN,29
16/1/2018,16,CENTRAL/WESTERN,34
16/1/2018,17,CENTRAL/WESTERN,36
16/1/2018,18,CENTRAL/WESTERN,29
16/1/2018,19,CENTRAL/WESTERN,34
16/1/2018,20,CENTRAL/WESTERN,41
16/1/2018,21,CENTRAL/WESTERN,39
16/1/2018,22,CENTRAL/WESTERN,49
16/1/2018,23,CENTRAL/WESTERN,63
16/1/2018,24,CENTRAL/WESTERN,69
17/1/2018,1,CENTRAL/WESTERN,53
17/1/2018,2,CENTRAL/WESTERN,60
17/1/2018,3,CENTRAL/WESTERN,75
17/1/2018,4,CENTRAL/WESTERN,83
17/1/2018,5,CENTRAL/WESTERN,92
17/1/2018,6,CENTRAL/WESTERN,102
17/1/2018,7,CENTRAL/WESTERN,120
17/1/2018,8,CENTRAL/WESTERN,127
17/1/2018,9,CENTRAL/WESTERN,131
17/1/2018,10,CENTRAL/WESTERN,117
17/1/2018,11,CENTRAL/WESTERN,123
17/1/2018,12,CENTRAL/WESTERN,124
17/1/2018,13,CENTRAL/WESTERN,119
17/1/2018,14,CENTRAL/WESTERN,116
17/1/2018,15,CENTRAL/WESTERN,124
17/1/2018,16,CENTRAL/WESTERN,133
17/1/2018,17,CENTRAL/WESTERN,79
17/1/2018,18,CENTRAL/WESTERN,39
17/1/2018,19,CENTRAL/WESTERN,26
17/1/2018,20,CENTRAL/WESTERN,28
17/1/2018,21,CENTRAL/WESTERN,32
17/1/2018,22,CENTRAL/WESTERN,36
17/1/2018,23,CENTRAL/WESTERN,42
17/1/2018,24,CENTRAL/WESTERN,47
18/1/2018,1,CENTRAL/WESTERN,50
18/1/2018,2,CENTRAL/WESTERN,45
18/1/2018,3,CENTRAL/WESTERN,38
18/1/2018,4,CENTRAL/WESTERN,38
18/1/2018,5,CENTRAL/WESTERN,40
18/1/2018,6,CENTRAL/WESTERN,43
18/1/2018,7,CENTRAL/WESTERN,44
18/1/2018,8,CENTRAL/WESTERN,44
18/1/2018,9,CENTRAL/WESTERN,51
18/1/2018,10,CENTRAL/WESTERN,51
18/1/2018,11,CENTRAL/WESTERN,45
18/1/2018,12,CENTRAL/WESTERN,41
18/1/2018,13,CENTRAL/WESTERN,41
18/1/2018,14,CENTRAL/WESTERN,44
18/1/2018,15,CENTRAL/WESTERN,46
18/1/2018,16,CENTRAL/WESTERN,45
18/1/2018,17,CENTRAL/WESTERN,54
18/1/2018,18,CENTRAL/WESTERN,51
18/1/2018,19,CENTRAL/WESTERN,45
18/1/2018,20,CENTRAL/WESTERN,44
18/1/2018,21,CENTRAL/WESTERN,39
18/1/2018,22,CENTRAL/WESTERN,36
18/1/2018,23,CENTRAL/WESTERN,32
18/1/2018,24,CENTRAL/WESTERN,31
19/1/2018,1,CENTRAL/WESTERN,34
19/1/2018,2,CENTRAL/WESTERN,35
19/1/2018,3,CENTRAL/WESTERN,34
19/1/2018,4,CENTRAL/WESTERN,34
19/1/2018,5,CENTRAL/WESTERN,37
19/1/2018,6,CENTRAL/WESTERN,41
19/1/2018,7,CENTRAL/WESTERN,32
19/1/2018,8,CENTRAL/WESTERN,33
19/1/2018,9,CENTRAL/WESTERN,40
19/1/2018,10,CENTRAL/WESTERN,47
19/1/2018,11,CENTRAL/WESTERN,40
19/1/2018,12,CENTRAL/WESTERN,27
19/1/2018,13,CENTRAL/WESTERN,19
19/1/2018,14,CENTRAL/WESTERN,23
19/1/2018,15,CENTRAL/WESTERN,27
19/1/2018,16,CENTRAL/WESTERN,28
19/1/2018,17,CENTRAL/WESTERN,30
19/1/2018,18,CENTRAL/WESTERN,33
19/1/2018,19,CENTRAL/WESTERN,36
19/1/2018,20,CENTRAL/WESTERN,37
19/1/2018,21,CENTRAL/WESTERN,41
19/1/2018,22,CENTRAL/WESTERN,41
19/1/2018,23,CENTRAL/WESTERN,34
19/1/2018,24,CENTRAL/WESTERN,31
20/1/2018,1,CENTRAL/WESTERN,28
20/1/2018,2,CENTRAL/WESTERN,25
20/1/2018,3,CENTRAL/WESTERN,26
20/1/2018,4,CENTRAL/WESTERN,32
20/1/2018,5,CENTRAL/WESTERN,34
20/1/2018,6,CENTRAL/WESTERN,33
20/1/2018,7,CENTRAL/WESTERN,37
20/1/2018,8,CENTRAL/WESTERN,27
20/1/2018,9,CENTRAL/WESTERN,28
20/1/2018,10,CENTRAL/WESTERN,27
20/1/2018,11,CENTRAL/WESTERN,24
20/1/2018,12,CENTRAL/WESTERN,22
20/1/2018,13,CENTRAL/WESTERN,22
20/1/2018,14,CENTRAL/WESTERN,23
20/1/2018,15,CENTRAL/WESTERN,28
20/1/2018,16,CENTRAL/WESTERN,30
20/1/2018,17,CENTRAL/WESTERN,32
20/1/2018,18,CENTRAL/WESTERN,34
20/1/2018,19,CENTRAL/WESTERN,38
20/1/2018,20,CENTRAL/WESTERN,44
20/1/2018,21,CENTRAL/WESTERN,46
20/1/2018,22,CENTRAL/WESTERN,39
20/1/2018,23,CENTRAL/WESTERN,34
20/1/2018,24,CENTRAL/WESTERN,32
21/1/2018,1,CENTRAL/WESTERN,27
21/1/2018,2,CENTRAL/WESTERN,26
21/1/2018,3,CENTRAL/WESTERN,28
21/1/2018,4,CENTRAL/WESTERN,32
21/1/2018,5,CENTRAL/WESTERN,36
21/1/2018,6,CENTRAL/WESTERN,41
21/1/2018,7,CENTRAL/WESTERN,40
21/1/2018,8,CENTRAL/WESTERN,46
21/1/2018,9,CENTRAL/WESTERN,49
21/1/2018,10,CENTRAL/WESTERN,48
21/1/2018,11,CENTRAL/WESTERN,46
21/1/2018,12,CENTRAL/WESTERN,46
21/1/2018,13,CENTRAL/WESTERN,46
21/1/2018,14,CENTRAL/WESTERN,41
21/1/2018,15,CENTRAL/WESTERN,43
21/1/2018,16,CENTRAL/WESTERN,46
21/1/2018,17,CENTRAL/WESTERN,48
21/1/2018,18,CENTRAL/WESTERN,51
21/1/2018,19,CENTRAL/WESTERN,54
21/1/2018,20,CENTRAL/WESTERN,55
21/1/2018,21,CENTRAL/WESTERN,60
21/1/2018,22,CENTRAL/WESTERN,63
21/1/2018,23,CENTRAL/WESTERN,63
21/1/2018,24,CENTRAL/WESTERN,68
22/1/2018,1,CENTRAL/WESTERN,72
22/1/2018,2,CENTRAL/WESTERN,71
22/1/2018,3,CENTRAL/WESTERN,58
22/1/2018,4,CENTRAL/WESTERN,60
22/1/2018,5,CENTRAL/WESTERN,56
22/1/2018,6,CENTRAL/WESTERN,55
22/1/2018,7,CENTRAL/WESTERN,61
22/1/2018,8,CENTRAL/WESTERN,70
22/1/2018,9,CENTRAL/WESTERN,110
22/1/2018,10,CENTRAL/WESTERN,131
22/1/2018,11,CENTRAL/WESTERN,146
22/1/2018,12,CENTRAL/WESTERN,142
22/1/2018,13,CENTRAL/WESTERN,133
22/1/2018,14,CENTRAL/WESTERN,134
22/1/2018,15,CENTRAL/WESTERN,114
22/1/2018,16,CENTRAL/WESTERN,112
22/1/2018,17,CENTRAL/WESTERN,110
22/1/2018,18,CENTRAL/WESTERN,115
22/1/2018,19,CENTRAL/WESTERN,115
22/1/2018,20,CENTRAL/WESTERN,102
22/1/2018,21,CENTRAL/WESTERN,88
22/1/2018,22,CENTRAL/WESTERN,74
22/1/2018,23,CENTRAL/WESTERN,72
22/1/2018,24,CENTRAL/WESTERN,70
23/1/2018,1,CENTRAL/WESTERN,65
23/1/2018,2,CENTRAL/WESTERN,55
23/1/2018,3,CENTRAL/WESTERN,38
23/1/2018,4,CENTRAL/WESTERN,29
23/1/2018,5,CENTRAL/WESTERN,28
23/1/2018,6,CENTRAL/WESTERN,26
23/1/2018,7,CENTRAL/WESTERN,26
23/1/2018,8,CENTRAL/WESTERN,23
23/1/2018,9,CENTRAL/WESTERN,27
23/1/2018,10,CENTRAL/WESTERN,25
23/1/2018,11,CENTRAL/WESTERN,30
23/1/2018,12,CENTRAL/WESTERN,38
23/1/2018,13,CENTRAL/WESTERN,46
23/1/2018,14,CENTRAL/WESTERN,54
23/1/2018,15,CENTRAL/WESTERN,57
23/1/2018,16,CENTRAL/WESTERN,56
23/1/2018,17,CENTRAL/WESTERN,53
23/1/2018,18,CENTRAL/WESTERN,53
23/1/2018,19,CENTRAL/WESTERN,56
23/1/2018,20,CENTRAL/WESTERN,56
23/1/2018,21,CENTRAL/WESTERN,57
23/1/2018,22,CENTRAL/WESTERN,47
23/1/2018,23,CENTRAL/WESTERN,38
23/1/2018,24,CENTRAL/WESTERN,37
24/1/2018,1,CENTRAL/WESTERN,31
24/1/2018,2,CENTRAL/WESTERN,28
24/1/2018,3,CENTRAL/WESTERN,29
24/1/2018,4,CENTRAL/WESTERN,27
24/1/2018,5,CENTRAL/WESTERN,21
24/1/2018,6,CENTRAL/WESTERN,24
24/1/2018,7,CENTRAL/WESTERN,20
24/1/2018,8,CENTRAL/WESTERN,21
24/1/2018,9,CENTRAL/WESTERN,23
24/1/2018,10,CENTRAL/WESTERN,23
24/1/2018,11,CENTRAL/WESTERN,26
24/1/2018,12,CENTRAL/WESTERN,30
24/1/2018,13,CENTRAL/WESTERN,31
24/1/2018,14,CENTRAL/WESTERN,32
24/1/2018,15,CENTRAL/WESTERN,40
24/1/2018,16,CENTRAL/WESTERN,39
24/1/2018,17,CENTRAL/WESTERN,40
24/1/2018,18,CENTRAL/WESTERN,38
24/1/2018,19,CENTRAL/WESTERN,39
24/1/2018,20,CENTRAL/WESTERN,38
24/1/2018,21,CENTRAL/WESTERN,39
24/1/2018,22,CENTRAL/WESTERN,36
24/1/2018,23,CENTRAL/WESTERN,32
24/1/2018,24,CENTRAL/WESTERN,30
25/1/2018,1,CENTRAL/WESTERN,27
25/1/2018,2,CENTRAL/WESTERN,23
25/1/2018,3,CENTRAL/WESTERN,21
25/1/2018,4,CENTRAL/WESTERN,20
25/1/2018,5,CENTRAL/WESTERN,22
25/1/2018,6,CENTRAL/WESTERN,22
25/1/2018,7,CENTRAL/WESTERN,20
25/1/2018,8,CENTRAL/WESTERN,19
25/1/2018,9,CENTRAL/WESTERN,18
25/1/2018,10,CENTRAL/WESTERN,20
25/1/2018,11,CENTRAL/WESTERN,21
25/1/2018,12,CENTRAL/WESTERN,22
25/1/2018,13,CENTRAL/WESTERN,24
25/1/2018,14,CENTRAL/WESTERN,25
25/1/2018,15,CENTRAL/WESTERN,25
25/1/2018,16,CENTRAL/WESTERN,22
25/1/2018,17,CENTRAL/WESTERN,23
25/1/2018,18,CENTRAL/WESTERN,24
25/1/2018,19,CENTRAL/WESTERN,25
25/1/2018,20,CENTRAL/WESTERN,26
25/1/2018,21,CENTRAL/WESTERN,26
25/1/2018,22,CENTRAL/WESTERN,24
25/1/2018,23,CENTRAL/WESTERN,21
25/1/2018,24,CENTRAL/WESTERN,21
26/1/2018,1,CENTRAL/WESTERN,20
26/1/2018,2,CENTRAL/WESTERN,18
26/1/2018,3,CENTRAL/WESTERN,20
26/1/2018,4,CENTRAL/WESTERN,17
26/1/2018,5,CENTRAL/WESTERN,17
26/1/2018,6,CENTRAL/WESTERN,19
26/1/2018,7,CENTRAL/WESTERN,21
26/1/2018,8,CENTRAL/WESTERN,22
26/1/2018,9,CENTRAL/WESTERN,25
26/1/2018,10,CENTRAL/WESTERN,27
26/1/2018,11,CENTRAL/WESTERN,31
26/1/2018,12,CENTRAL/WESTERN,N.A.
26/1/2018,13,CENTRAL/WESTERN,N.A.
26/1/2018,14,CENTRAL/WESTERN,N.A.
26/1/2018,15,CENTRAL/WESTERN,46
26/1/2018,16,CENTRAL/WESTERN,47
26/1/2018,17,CENTRAL/WESTERN,40
26/1/2018,18,CENTRAL/WESTERN,35
26/1/2018,19,CENTRAL/WESTERN,36
26/1/2018,20,CENTRAL/WESTERN,34
26/1/2018,21,CENTRAL/WESTERN,28
26/1/2018,22,CENTRAL/WESTERN,22
26/1/2018,23,CENTRAL/WESTERN,20
26/1/2018,24,CENTRAL/WESTERN,25
27/1/2018,1,CENTRAL/WESTERN,31
27/1/2018,2,CENTRAL/WESTERN,29
27/1/2018,3,CENTRAL/WESTERN,24
27/1/2018,4,CENTRAL/WESTERN,19
27/1/2018,5,CENTRAL/WESTERN,18
27/1/2018,6,CENTRAL/WESTERN,20
27/1/2018,7,CENTRAL/WESTERN,27
27/1/2018,8,CENTRAL/WESTERN,33
27/1/2018,9,CENTRAL/WESTERN,34
27/1/2018,10,CENTRAL/WESTERN,41
27/1/2018,11,CENTRAL/WESTERN,43
27/1/2018,12,CENTRAL/WESTERN,35
27/1/2018,13,CENTRAL/WESTERN,27
27/1/2018,14,CENTRAL/WESTERN,18
27/1/2018,15,CENTRAL/WESTERN,18
27/1/2018,16,CENTRAL/WESTERN,19
27/1/2018,17,CENTRAL/WESTERN,21
27/1/2018,18,CENTRAL/WESTERN,20
27/1/2018,19,CENTRAL/WESTERN,16
27/1/2018,20,CENTRAL/WESTERN,18
27/1/2018,21,CENTRAL/WESTERN,22
27/1/2018,22,CENTRAL/WESTERN,22
27/1/2018,23,CENTRAL/WESTERN,24
27/1/2018,24,CENTRAL/WESTERN,20
28/1/2018,1,CENTRAL/WESTERN,21
28/1/2018,2,CENTRAL/WESTERN,21
28/1/2018,3,CENTRAL/WESTERN,21
28/1/2018,4,CENTRAL/WESTERN,19
28/1/2018,5,CENTRAL/WESTERN,22
28/1/2018,6,CENTRAL/WESTERN,21
28/1/2018,7,CENTRAL/WESTERN,19
28/1/2018,8,CENTRAL/WESTERN,17
28/1/2018,9,CENTRAL/WESTERN,24
28/1/2018,10,CENTRAL/WESTERN,27
28/1/2018,11,CENTRAL/WESTERN,30
28/1/2018,12,CENTRAL/WESTERN,37
28/1/2018,13,CENTRAL/WESTERN,41
28/1/2018,14,CENTRAL/WESTERN,45
28/1/2018,15,CENTRAL/WESTERN,48
28/1/2018,16,CENTRAL/WESTERN,46
28/1/2018,17,CENTRAL/WESTERN,41
28/1/2018,18,CENTRAL/WESTERN,30
28/1/2018,19,CENTRAL/WESTERN,22
28/1/2018,20,CENTRAL/WESTERN,22
28/1/2018,21,CENTRAL/WESTERN,22
28/1/2018,22,CENTRAL/WESTERN,20
28/1/2018,23,CENTRAL/WESTERN,13
28/1/2018,24,CENTRAL/WESTERN,14
29/1/2018,1,CENTRAL/WESTERN,16
29/1/2018,2,CENTRAL/WESTERN,10
29/1/2018,3,CENTRAL/WESTERN,8
29/1/2018,4,CENTRAL/WESTERN,8
29/1/2018,5,CENTRAL/WESTERN,5
29/1/2018,6,CENTRAL/WESTERN,5
29/1/2018,7,CENTRAL/WESTERN,4
29/1/2018,8,CENTRAL/WESTERN,8
29/1/2018,9,CENTRAL/WESTERN,6
29/1/2018,10,CENTRAL/WESTERN,5
29/1/2018,11,CENTRAL/WESTERN,4
29/1/2018,12,CENTRAL/WESTERN,6
29/1/2018,13,CENTRAL/WESTERN,6
29/1/2018,14,CENTRAL/WESTERN,8
29/1/2018,15,CENTRAL/WESTERN,10
29/1/2018,16,CENTRAL/WESTERN,11
29/1/2018,17,CENTRAL/WESTERN,12
29/1/2018,18,CENTRAL/WESTERN,16
29/1/2018,19,CENTRAL/WESTERN,13
29/1/2018,20,CENTRAL/WESTERN,10
29/1/2018,21,CENTRAL/WESTERN,13
29/1/2018,22,CENTRAL/WESTERN,17
29/1/2018,23,CENTRAL/WESTERN,17
29/1/2018,24,CENTRAL/WESTERN,17
30/1/2018,1,CENTRAL/WESTERN,20
30/1/2018,2,CENTRAL/WESTERN,21
30/1/2018,3,CENTRAL/WESTERN,23
30/1/2018,4,CENTRAL/WESTERN,24
30/1/2018,5,CENTRAL/WESTERN,32
30/1/2018,6,CENTRAL/WESTERN,28
30/1/2018,7,CENTRAL/WESTERN,23
30/1/2018,8,CENTRAL/WESTERN,24
30/1/2018,9,CENTRAL/WESTERN,16
30/1/2018,10,CENTRAL/WESTERN,21
30/1/2018,11,CENTRAL/WESTERN,20
30/1/2018,12,CENTRAL/WESTERN,23
30/1/2018,13,CENTRAL/WESTERN,21
30/1/2018,14,CENTRAL/WESTERN,28
30/1/2018,15,CENTRAL/WESTERN,28
30/1/2018,16,CENTRAL/WESTERN,32
30/1/2018,17,CENTRAL/WESTERN,33
30/1/2018,18,CENTRAL/WESTERN,33
30/1/2018,19,CENTRAL/WESTERN,32
30/1/2018,20,CENTRAL/WESTERN,34
30/1/2018,21,CENTRAL/WESTERN,33
30/1/2018,22,CENTRAL/WESTERN,31
30/1/2018,23,CENTRAL/WESTERN,27
30/1/2018,24,CENTRAL/WESTERN,22
31/1/2018,1,CENTRAL/WESTERN,19
31/1/2018,2,CENTRAL/WESTERN,19
31/1/2018,3,CENTRAL/WESTERN,16
31/1/2018,4,CENTRAL/WESTERN,11
31/1/2018,5,CENTRAL/WESTERN,11
31/1/2018,6,CENTRAL/WESTERN,12
31/1/2018,7,CENTRAL/WESTERN,18
31/1/2018,8,CENTRAL/WESTERN,16
31/1/2018,9,CENTRAL/WESTERN,10
31/1/2018,10,CENTRAL/WESTERN,7
31/1/2018,11,CENTRAL/WESTERN,7
31/1/2018,12,CENTRAL/WESTERN,10
31/1/2018,13,CENTRAL/WESTERN,13
31/1/2018,14,CENTRAL/WESTERN,11
31/1/2018,15,CENTRAL/WESTERN,4
31/1/2018,16,CENTRAL/WESTERN,7
31/1/2018,17,CENTRAL/WESTERN,9
31/1/2018,18,CENTRAL/WESTERN,16
31/1/2018,19,CENTRAL/WESTERN,17
31/1/2018,20,CENTRAL/WESTERN,15
31/1/2018,21,CENTRAL/WESTERN,17
31/1/2018,22,CENTRAL/WESTERN,19
31/1/2018,23,CENTRAL/WESTERN,21
31/1/2018,24,CENTRAL/WESTERN,25
1/2/2018,1,CENTRAL/WESTERN,27
1/2/2018,2,CENTRAL/WESTERN,26
1/2/2018,3,CENTRAL/WESTERN,27
1/2/2018,4,CENTRAL/WESTERN,25
1/2/2018,5,CENTRAL/WESTERN,26
1/2/2018,6,CENTRAL/WESTERN,28
1/2/2018,7,CENTRAL/WESTERN,29
1/2/2018,8,CENTRAL/WESTERN,31
1/2/2018,9,CENTRAL/WESTERN,34
1/2/2018,10,CENTRAL/WESTERN,35
1/2/2018,11,CENTRAL/WESTERN,31
1/2/2018,12,CENTRAL/WESTERN,36
1/2/2018,13,CENTRAL/WESTERN,37
1/2/2018,14,CENTRAL/WESTERN,34
1/2/2018,15,CENTRAL/WESTERN,29
1/2/2018,16,CENTRAL/WESTERN,35
1/2/2018,17,CENTRAL/WESTERN,40
1/2/2018,18,CENTRAL/WESTERN,37
1/2/2018,19,CENTRAL/WESTERN,34
1/2/2018,20,CENTRAL/WESTERN,39
1/2/2018,21,CENTRAL/WESTERN,40
1/2/2018,22,CENTRAL/WESTERN,38
1/2/2018,23,CENTRAL/WESTERN,35
1/2/2018,24,CENTRAL/WESTERN,34
2/2/2018,1,CENTRAL/WESTERN,37
2/2/2018,2,CENTRAL/WESTERN,34
2/2/2018,3,CENTRAL/WESTERN,32
2/2/2018,4,CENTRAL/WESTERN,26
2/2/2018,5,CENTRAL/WESTERN,24
2/2/2018,6,CENTRAL/WESTERN,27
2/2/2018,7,CENTRAL/WESTERN,25
2/2/2018,8,CENTRAL/WESTERN,28
2/2/2018,9,CENTRAL/WESTERN,34
2/2/2018,10,CENTRAL/WESTERN,35
2/2/2018,11,CENTRAL/WESTERN,37
2/2/2018,12,CENTRAL/WESTERN,34
2/2/2018,13,CENTRAL/WESTERN,35
2/2/2018,14,CENTRAL/WESTERN,43
2/2/2018,15,CENTRAL/WESTERN,40
2/2/2018,16,CENTRAL/WESTERN,39
2/2/2018,17,CENTRAL/WESTERN,38
2/2/2018,18,CENTRAL/WESTERN,37
2/2/2018,19,CENTRAL/WESTERN,38
2/2/2018,20,CENTRAL/WESTERN,32
2/2/2018,21,CENTRAL/WESTERN,33
2/2/2018,22,CENTRAL/WESTERN,30
2/2/2018,23,CENTRAL/WESTERN,26
2/2/2018,24,CENTRAL/WESTERN,29
3/2/2018,1,CENTRAL/WESTERN,32
3/2/2018,2,CENTRAL/WESTERN,33
3/2/2018,3,CENTRAL/WESTERN,34
3/2/2018,4,CENTRAL/WESTERN,32
3/2/2018,5,CENTRAL/WESTERN,28
3/2/2018,6,CENTRAL/WESTERN,29
3/2/2018,7,CENTRAL/WESTERN,30
3/2/2018,8,CENTRAL/WESTERN,31
3/2/2018,9,CENTRAL/WESTERN,35
3/2/2018,10,CENTRAL/WESTERN,33
3/2/2018,11,CENTRAL/WESTERN,35
3/2/2018,12,CENTRAL/WESTERN,38
3/2/2018,13,CENTRAL/WESTERN,38
3/2/2018,14,CENTRAL/WESTERN,39
3/2/2018,15,CENTRAL/WESTERN,38
3/2/2018,16,CENTRAL/WESTERN,41
3/2/2018,17,CENTRAL/WESTERN,40
3/2/2018,18,CENTRAL/WESTERN,41
3/2/2018,19,CENTRAL/WESTERN,42
3/2/2018,20,CENTRAL/WESTERN,46
3/2/2018,21,CENTRAL/WESTERN,47
3/2/2018,22,CENTRAL/WESTERN,45
3/2/2018,23,CENTRAL/WESTERN,40
3/2/2018,24,CENTRAL/WESTERN,41
4/2/2018,1,CENTRAL/WESTERN,44
4/2/2018,2,CENTRAL/WESTERN,46
4/2/2018,3,CENTRAL/WESTERN,50
4/2/2018,4,CENTRAL/WESTERN,51
4/2/2018,5,CENTRAL/WESTERN,54
4/2/2018,6,CENTRAL/WESTERN,55
4/2/2018,7,CENTRAL/WESTERN,55
4/2/2018,8,CENTRAL/WESTERN,52
4/2/2018,9,CENTRAL/WESTERN,53
4/2/2018,10,CENTRAL/WESTERN,53
4/2/2018,11,CENTRAL/WESTERN,56
4/2/2018,12,CENTRAL/WESTERN,55
4/2/2018,13,CENTRAL/WESTERN,54
4/2/2018,14,CENTRAL/WESTERN,54
4/2/2018,15,CENTRAL/WESTERN,53
4/2/2018,16,CENTRAL/WESTERN,50
4/2/2018,17,CENTRAL/WESTERN,47
4/2/2018,18,CENTRAL/WESTERN,47
4/2/2018,19,CENTRAL/WESTERN,46
4/2/2018,20,CENTRAL/WESTERN,43
4/2/2018,21,CENTRAL/WESTERN,43
4/2/2018,22,CENTRAL/WESTERN,36
4/2/2018,23,CENTRAL/WESTERN,33
4/2/2018,24,CENTRAL/WESTERN,35
5/2/2018,1,CENTRAL/WESTERN,33
5/2/2018,2,CENTRAL/WESTERN,37
5/2/2018,3,CENTRAL/WESTERN,37
5/2/2018,4,CENTRAL/WESTERN,37
5/2/2018,5,CENTRAL/WESTERN,38
